customer_id,age,gender,income,region
VkAJ3PSCheQN,56,M,21000,South
Mx0bUG8xhKlA,42,F,110000,West
4ZOE35G9pkVk,45,F,21000,South
hZG8BuE49xXN,57,M,15000,Midwest
fr4NRxxbHpr1,39,M,75000,Midwest
2fXqdPf18deI,19,F,69000,Midwest
g8r2Rg7iRsxx,24,F,88000,Midwest
AniwBZlt94vG,59,M,31000,South
CcK4rPfUUXje,29,M,75000,West
PM0lzPBiXZeP,22,F,55000,Midwest
oBQBjB9YkPPz,27,M,62000,Midwest
4Mx1QzXYL8Rf,52,M,15000,South
kREdpogEUXoO,28,M,70000,West
YWSYnLb1nZ8v,58,F,61000,Midwest
623z175IIuNF,64,Other,35000,West
t4vhrNcY7uxC,20,M,175000,Northeast
Nkg52fD1SQFv,47,F,51000,South
gtNtXcv1wo9P,41,M,43000,Northeast
qB3FTOfX4Cos,32,F,15000,Midwest
OzcE62GojMXh,36,F,36000,West
7OSmPnGjX9tt,32,M,56000,Northeast
Gu0jkbJKFP5M,42,M,141000,West
bORMh658nJM2,32,M,37000,Northeast
FGxOyhHSP9Mo,47,M,85000,South
DqEA1mN7OWkm,42,F,24000,Northeast
WbnM5hqhqE0O,43,F,224000,Northeast
HuT1U90upJVu,65,F,72000,Midwest
4TyvEgOMGYWX,54,M,51000,Midwest
0IjzAH8wMZJg,25,M,21000,Northeast
wQJ8icDYPeDr,53,M,31000,South
uvM99gIN9DwH,60,M,17000,Northeast
FLQK1AxgHnWg,57,M,53000,South
khdpLBl55cey,56,F,19000,Northeast
D5dWVozcI6aB,36,M,31000,South
ep3PjLMNB59A,38,F,71000,Midwest
QwlkEB0gIptB,53,M,15000,Northeast
z7Qs9EMLH6Hk,42,F,31000,Midwest
S6ONYnbt4L0a,53,F,18000,West
045i2JUDNjQh,56,M,16000,Northeast
xmCYHozNL4oG,23,M,98000,West
bXu57DMucmr7,42,M,126000,Northeast
v4kj6M0W0iMp,58,F,27000,Midwest
mXG1oZYYWLEN,23,F,57000,South
i8PYle5EzhuR,60,F,15000,Midwest
d1j2wxBQVeMC,37,M,66000,Northeast
V3Rfvn6Vp5bW,36,M,27000,Midwest
arsY2m8U7MIy,54,F,90000,West
lFF6p4C8PHy6,49,M,127000,Northeast
mszcJ86WiKli,40,M,60000,West
CX1e9r7CVrbS,47,M,56000,Northeast
DDfYmyhNuw7V,59,M,331000,West
ipj6SrNfWn1D,36,F,23000,West
Tk45Fwaa7Ed6,33,F,15000,West
n1FRhek1JvRv,20,M,30000,West
MmgkS99FaXAG,34,F,15000,West
bQoCXJEy4mCD,19,F,27000,Midwest
j5nraHGd1rkO,54,M,51000,South
ozBu4tm2db4m,30,F,15000,West
dYbfJGa5I5T5,28,M,103000,Midwest
vcJCkWFzqM5Q,53,M,130000,West
JlxJ7Sd0ACR0,26,F,38000,West
eAAY3CeoTj9b,23,F,15000,South
ornOl1CSuBkd,49,F,81000,South
vHZov6mCqvwa,22,F,76000,South
Jbbj225OtUKY,20,F,15000,South
KwXgnBzC2KGA,41,M,65000,South
w0ZtqEtnXqNz,23,F,222000,Midwest
vJM93V0UjM5E,34,M,138000,Northeast
G61HTJCHXY5T,32,M,230000,Northeast
OmLuF6gNnUyi,59,F,15000,South
S6LgEupaF9de,23,F,162000,West
iR1DAdAVO0Kp,44,F,15000,Midwest
m719ciKJuG8k,44,F,18000,Midwest
SEGZR5r13OJ7,25,M,15000,Midwest
2VrMzeeRAre5,29,F,30000,Midwest
uM7AaFLCVEsq,62,F,195000,Midwest
UmGRaDj1m4ZU,37,F,30000,Midwest
XWHvcCVi6KcU,59,M,218000,Northeast
rMvtrlzthU1o,19,F,42000,Midwest
Hp7BCu9EQuem,42,M,47000,West
b6hxM60ef3PM,60,F,35000,South
vJeGtvo60yhi,47,F,37000,West
9MpDFsqw4afZ,51,M,151000,Midwest
bSMI2akqTcXr,29,M,304000,Midwest
u2b2h5DUfCdq,41,F,68000,Midwest
ffPz8YGoMK08,19,M,49000,Midwest
sSAifnLAPSZn,54,M,57000,West
LaDNcedtWW4I,50,M,136000,West
oJNwYE3uCMUx,58,M,15000,South
TDdx8BDbBktM,53,F,30000,Midwest
JDb9l9l5gYq6,61,M,241000,Northeast
Su6Wn33px38N,27,M,41000,South
0PkC6KXfBcHs,22,M,262000,West
AidkbLVUp9c9,63,F,58000,West
VFcJ8PjKy7L0,31,F,55000,South
jBHta06rUDNq,63,M,63000,Northeast
C8I4k7apgalH,33,M,15000,Midwest
8BJCogmsC1Hb,30,F,87000,Northeast
wukcA64X6FB7,28,Other,108000,Northeast
MZD9j37xILjA,52,M,65000,Northeast
g0iglD56P7Y2,59,F,29000,South
M521W6Q1wyEI,28,M,230000,Midwest
vVoAI4ra06uq,19,M,23000,West
isyvSth4TvwF,28,M,25000,West
hkLQtV8ofmGT,45,F,299000,Midwest
E3NTEGJLmDG0,47,M,65000,Midwest
e3Ff17u3u5wP,18,M,17000,South
TdQJ768DIUjX,63,F,32000,West
M9C4qNwMxgqp,45,M,51000,Northeast
MRBWGEBwUjHz,43,M,20000,Northeast
FkaSdpxGBqUf,27,M,78000,South
8Yy6QkUF0Vqu,54,F,146000,West
jAccqEh6KsFC,65,M,58000,Midwest
K0fOalr69KlW,32,M,55000,West
0KSrfCqa7D5r,56,M,25000,Northeast
pdEFKiaKmwSc,46,M,50000,Northeast
zrHwRDea0bBI,23,F,35000,West
NkpHj2R1Nt78,35,F,38000,South
59ImcB7VdJws,47,M,38000,Northeast
zPSaMGmDZt1V,48,F,106000,West
Mo9QmHZV15V5,24,F,64000,Midwest
XWZdMrWFXdyf,40,M,68000,West
YjoZn7X2urNL,25,F,304000,West
re8Trv1eMabU,23,M,172000,South
5D9BOx5QmRN0,43,F,54000,South
oTlcJXZeAgTh,32,F,64000,Northeast
gLg5RmiXHgkR,52,M,15000,Northeast
krrM6wcRUyrV,59,M,30000,West
0MkJYDxru4jL,28,M,15000,South
uif3kEaWHJD7,65,F,47000,West
MtapU3RIQM2O,56,F,74000,Midwest
Qs7ixx9YQ1nn,29,M,31000,Northeast
43y9KPzvyVvS,55,F,30000,West
SsImgKEgZ4uA,35,F,21000,Northeast
sFnsdv2dwDJ5,27,M,19000,South
hVDlh5NwB95M,40,F,91000,Midwest
vpiP46q2bLon,48,F,57000,Midwest
u1a1SVt5kMFz,36,M,15000,South
47d329UP7A1C,29,F,166000,Midwest
yOyqaBdd0eZu,41,M,15000,Midwest
qUa8TQlwIA6k,54,M,105000,Midwest
WoH7UNqz1gr5,28,F,21000,Midwest
0YH6Z6WrzgoR,27,M,15000,South
Y8IDr3lK4Smc,37,F,23000,Midwest
3I7MV1VMmgM5,49,F,162000,Northeast
95lA6OvDQG6j,47,F,32000,Northeast
g8ds99vIgJvM,32,M,53000,West
3ZlBH2R0fJNO,35,F,77000,Northeast
HenOI4UWzaaa,27,M,50000,West
cFcxGyEnjPfM,18,M,25000,Northeast
SmGXZo7Rpi5p,61,F,18000,Midwest
hGvSxCX7ORN5,55,M,119000,South
D4AP1cFOKDNA,25,F,39000,Midwest
87AK2SV2dINa,23,F,117000,South
reJQCk8jDksZ,62,M,75000,South
ys40VjCYSz8y,56,M,30000,West
SANjmSMzDhM1,53,M,38000,West
3QGAwQSfStod,34,M,25000,South
ZWMsoJQ8EOQe,36,M,15000,Northeast
s6QEOuRUwqcF,41,F,63000,Northeast
3Fik3cRqRKrC,20,M,52000,South
O3qbdUUs18lt,45,F,62000,Midwest
ez0D25X6Fk7Z,19,F,53000,Northeast
FSZbXwJ0m8Ki,33,M,15000,South
EVICGDUu1GVS,36,F,369000,Northeast
f2tIRlT72h1k,27,F,34000,Northeast
ttdPjIsqGKe8,32,M,27000,Northeast
PsnDbIaGNTTm,40,M,46000,Midwest
KVfrrRMBvfqf,37,F,15000,South
sAeUCqkEkCj7,48,M,283000,Northeast
khGQDL3fHzIa,53,F,15000,Northeast
NkZeoi7OuIzm,58,F,21000,South
1Mbe89LdFYdy,31,F,54000,Northeast
ZB0ogbeJD8cq,46,M,15000,West
1RaR6GbICoMJ,39,F,75000,South
KouCyUZaTqpP,30,M,24000,West
oyTtj9NA06H9,57,F,15000,Midwest
mBK8CTlw1NIb,29,F,74000,Northeast
a0rHzw2ony4A,21,M,33000,Northeast
ytivNcxSyB7e,63,F,195000,Midwest
irOKwVYHhqzK,23,M,25000,Midwest
bByVSbWHUAok,32,F,56000,South
Jzyxe3AOK94Z,64,F,49000,South
ZmQ8WHXMZsSv,44,F,256000,Midwest
BgmgQmP4cjsB,27,F,21000,West
XAiGGeILArol,46,M,28000,Midwest
w25lx1ijhrun,21,M,82000,Midwest
wQWXPgLjNDLm,46,M,41000,Northeast
1AbYVxDmVoG3,19,F,310000,Northeast
sasqer9k5ZVC,21,M,149000,Midwest
4i89MnpmzTJT,28,F,32000,West
jPArX50V44nt,25,F,54000,Northeast
OHGQPjbYhZ5k,61,F,47000,West
EE9hiiwfQQpv,30,F,106000,West
ZphUgxj5E5cX,24,F,17000,South
GjyHTL2REVjL,59,F,76000,West
M55oX8KbJBSG,65,M,83000,West
6SoOCRnu8rwZ,30,F,227000,West
bcOEtp5QSipi,64,F,64000,South
OT17Nss0fVy6,44,F,24000,Midwest
G8OwHa8nNpRN,56,M,39000,South
m8fu199v7Y2z,27,M,155000,West
Uxl6IjHXqwJE,65,M,35000,West
SVc3K8isrvN7,64,F,26000,Northeast
vr7mVLDYeQKB,35,F,24000,Northeast
9ZXoXwPEN1Cj,65,M,90000,West
SERDPVb7VIQh,49,F,71000,Midwest
Zro92Xnv4tr5,55,M,70000,West
nYFMwCVqpJSj,29,M,79000,West
FOfP9BjidsWK,28,F,85000,West
rMg2EAAlLdeC,62,F,68000,Northeast
RbLDtYKrotDC,34,F,76000,South
68RRN0Tv03ix,35,F,32000,West
W41TgdyaXq1c,48,F,15000,South
UDFPgBboRs7B,22,F,156000,Northeast
FdN2zHzDNDs3,40,M,15000,Midwest
hYdp8CHx6eA1,25,F,22000,West
7LlyfOR5Mbnh,25,F,23000,Northeast
vPkg3lynuQ3Z,62,F,33000,Midwest
pbOMXbNpOsH5,21,F,71000,Northeast
gKVKWCuJE8iR,18,M,39000,South
tZBE9RTbcJT1,45,M,20000,West
rpA7aGHidfrq,26,F,27000,Northeast
8Ux6bRnB1xoe,54,M,21000,West
jgE1KwMdy7ET,27,F,85000,Midwest
eYIXzAwaDCBB,24,M,57000,South
9AHM2ELnwhhk,36,F,84000,Northeast
0LICCzAsuh8b,20,F,212000,Northeast
j6S8awLafIiB,37,M,74000,Midwest
5XcOrD3fUiGQ,21,F,75000,West
Hqs9VbBDib0t,50,F,34000,Northeast
3VJonvkhCiHJ,25,F,104000,West
CpXYjf8iOC8h,28,F,97000,Northeast
uZPKhO7easGx,51,F,64000,Northeast
WBuOvUoHlsYN,43,F,168000,Midwest
P4RqvpvIGGW2,39,F,71000,South
4jjHMWrg7F71,43,F,97000,Northeast
puUHnVvSYuG4,27,F,15000,Midwest
gYgy8Nvx81qh,35,M,19000,Midwest
f9QqnB0i6VGb,18,Other,129000,West
acvgPWGs54Q2,36,M,170000,Northeast
ClZHPK9uGuss,19,F,55000,South
lqeNWkiVGdxZ,57,F,15000,Midwest
SUlKTsxdYLZo,33,F,60000,Midwest
gbLBKfayF8er,39,M,193000,Northeast
YPoazeGRMWM0,54,F,21000,South
t7nwLg94Mhgb,50,F,19000,West
wjWNg38JdNya,20,M,283000,West
klmzPkFMP5Tt,39,F,231000,West
erPa70taOQic,55,M,25000,South
xYtf5LBLX9hV,51,F,34000,Northeast
08DmH0xpc5mm,40,M,15000,Midwest
R6Av6UJghsvv,21,M,65000,Midwest
FoetlHAGDFRL,35,M,124000,Midwest
S8KQzB5koTCF,28,M,31000,Northeast
E66gHzIalvPj,55,F,17000,South
A2BkkFEebOYK,35,M,71000,West
KkQ44SMjGEot,51,F,73000,South
fQE6LafUQEec,40,F,21000,West
jPdFHCeipSFj,41,F,19000,South
UGny15Dohy3B,65,M,23000,West
GptVglbRu61l,20,M,37000,Northeast
VKeejDLvAywi,58,F,26000,Northeast
arvZHWH3JAXg,55,F,28000,Midwest
inmi7XgiW7Jj,35,F,61000,South
HOJdd2EeXxXV,25,M,17000,West
vzBsJROKnVxN,19,M,66000,Northeast
6AeeCWbU19gH,29,F,290000,Northeast
QbpQGyHxXr5U,36,M,29000,Northeast
MLRUTYEaYMuG,55,M,18000,Northeast
HgnRvi4aKLRS,43,M,40000,South
7ZdggCgZ09Tr,48,M,17000,West
tCqCjS7hKy7p,32,F,23000,Northeast
HEhQHD8dh0Vo,20,M,15000,South
Fi6BMNMhm5ib,46,F,89000,Northeast
0c5QramZ13ry,34,M,184000,West
WLKyuFASc9C4,18,M,68000,South
JXDsqT0oSxAJ,52,M,36000,Midwest
dg6NfZpA6Xof,30,M,43000,South
KgpRt9SjXkMB,61,F,39000,Northeast
r7K5g8r17mqi,40,M,48000,Midwest
X1LMiVSoPO3N,32,F,91000,South
oRzrT08gEBqP,24,M,72000,West
b8hJ5wencZSf,31,F,24000,Midwest
tgiGaw2cw50W,42,F,235000,South
eZP9wauxJXNh,19,F,48000,South
BtlYbUmfH9o3,34,F,38000,West
8iLcrT8Y2bIq,61,F,86000,Northeast
Nq3lbPNr1zLJ,47,M,22000,Northeast
jtAJOEIdqQwf,26,M,92000,West
8OAn9vSPuccL,50,F,99000,West
S4teOacXutOT,25,F,84000,Northeast
A73N5CDF8zpE,50,F,119000,Midwest
cT4MCHOoKUGR,20,M,15000,West
oS6jemRfalys,44,M,60000,West
RvYLEpI3XrnN,27,M,74000,Northeast
9jXavENyXPCf,63,F,62000,Midwest
jREeWaZIci8x,42,M,49000,South
lIkfDyyeGbzs,19,F,64000,South
VOTGmPv60tDC,59,M,21000,South
6iEX7eZwljPX,26,M,19000,Northeast
GFXItq4zLcGM,64,M,24000,Northeast
M0yXZFty6arI,51,M,51000,South
zv7finPPHk5T,63,M,16000,Midwest
i4QKtJ2NVdvl,39,F,30000,Midwest
ygGJhTvFeneL,40,M,263000,Northeast
3bP2Q4W4mEcf,52,M,83000,Northeast
FlwI6edZ5srT,54,M,31000,South
bEfJwxMckyAE,26,M,21000,Northeast
Ay486uJbGzGr,25,F,22000,Midwest
KSG8LzGi6Tgk,61,M,74000,South
liAdT30IhgOk,42,F,60000,Midwest
EUBRhrQJkJtD,19,F,81000,West
LbGtXLIyw81x,44,F,54000,West
EuxNk7BLpTIG,36,F,175000,Northeast
SEWEU5mY0khw,20,M,1e+05,South
fF9NqS69QZTn,45,M,23000,Midwest
Zc6H9XlObifJ,22,F,30000,West
TJJDvrxiqnFT,55,F,40000,West
k96vRQyzSGho,36,M,15000,Midwest
dGJ19Zecf3MI,35,F,96000,Northeast
tcJxmAddqlqJ,50,F,55000,South
1bPgvJchWAsK,20,F,15000,South
NJaz3A3bj6sm,59,F,172000,West
3LaVLFsGwhGp,46,M,22000,West
6JSfmr4gcO8j,34,M,223000,Northeast
FTNwPvt3DH9H,22,M,20000,West
VRwohPcs6GFM,20,F,58000,Midwest
u8bHqFGCzYFj,30,M,20000,Midwest
iwIi1dBowU56,63,F,36000,Northeast
5H1qVvcwHr2b,24,M,69000,Northeast
je3DEVN4kb0m,30,F,50000,Midwest
aS42ZhFoN1xn,18,F,25000,Midwest
fwKQkC2jBdn7,44,F,46000,Northeast
eQR7pEaS6xmM,57,M,60000,West
Hm6u4g9sEe5k,22,F,38000,Midwest
RdBnQqMH5Px6,57,F,25000,South
jS2FRrreSdJR,26,M,59000,Northeast
gUxIZOeBSbgi,52,F,96000,West
QBllwSIJCgCQ,62,F,266000,Midwest
5bWAwe0jJWR4,60,F,31000,West
ZLIPzcMX4nn7,60,F,138000,South
tKg4ctwBeX3B,33,M,18000,West
AnQ8n4gcVbPQ,38,F,69000,West
5aX95wthkZd1,49,M,33000,South
hUDgMqCgq1SB,27,F,88000,South
gKZDeIejcMPd,52,M,84000,Northeast
7Pa0LYHiKjFZ,41,M,42000,Midwest
O2Gfdo9p7EO2,24,M,26000,South
QKCtb9NFsRBR,45,F,65000,South
zi7a116SsHWV,47,M,186000,South
id7uFkKGBOD5,51,F,63000,Northeast
Gque1ofcsNsr,30,F,28000,West
Hg2td1sWhRtt,46,F,19000,Midwest
K9DuxVLUJtkG,32,M,48000,West
f70ETJBW2FF6,58,M,89000,Northeast
pDSGUduQVcN3,58,M,28000,South
tsIIGZPwmgsD,56,M,65000,Northeast
JdHWAo5JtWey,20,F,48000,South
0PT5gKHGUk74,27,F,140000,Midwest
zNQfAnkvsPOn,18,F,40000,Northeast
y463QJYyL63U,28,F,19000,Northeast
8MmMHksYVwUg,64,M,85000,Northeast
obFXHiQqoAiU,50,M,18000,Northeast
1BKvs3oxwkt5,37,F,26000,West
BDfMsYymOWLl,52,F,23000,Midwest
Et6XvVjSNFbB,45,F,15000,South
MHg7XehsBue5,57,M,43000,Northeast
ehKfR7VEnNIb,39,M,57000,South
RTnGv5Vhpuwp,34,M,27000,South
rmeNxR2nSV1h,61,M,59000,Midwest
9GmZp6wTVrpE,62,F,71000,South
WMjflqM3x4hm,56,M,25000,Northeast
gi6J1RPCxZHq,52,M,52000,West
WKIA1BCZr9R9,40,M,20000,Midwest
KkP0lkYvaS8g,51,F,28000,Midwest
vB2bR0VQtP3B,41,F,33000,South
a6N3Fhl6Ac82,42,Other,49000,South
KUX8wqLaPPx3,32,M,15000,Midwest
6rgEmoTXDbUd,56,F,157000,Northeast
C7hLJE6uOsY2,42,F,74000,Northeast
WPotp34rOg7l,27,F,222000,West
MuGO5Lv3QH7n,22,F,80000,South
WMTaH0ZdWzsh,27,F,20000,West
FxbihS87zAgI,26,F,15000,South
mWdeTyemhzCv,27,M,82000,Midwest
Entr0ESMecrE,53,F,16000,Midwest
T4vtMnLoNLp6,21,F,163000,West
QpVQZ7np8204,46,F,75000,Midwest
oy0wJUXCzKdw,43,F,72000,West
oR0I8ciLPjbR,41,M,20000,Northeast
ynK5Swnvsm6J,18,M,83000,Midwest
TDopDhblcw7m,19,M,62000,Midwest
e4xoemb2y2E7,25,M,73000,Northeast
0twOUND5pf2d,42,M,26000,South
w2zTebaz9wD2,41,M,328000,Midwest
bxv8OubyksS7,21,F,74000,Northeast
rSVnxfKItsV7,55,M,88000,Northeast
cHPox94NrXFq,60,M,20000,South
cI7pEzq256X6,51,M,47000,Northeast
cjkuni34FObt,34,M,15000,South
E59haDNcQaGs,54,F,22000,West
pi85htLWLjV3,23,Other,112000,Midwest
AbeDF38AKGSJ,45,M,47000,South
HOFT730sUGfl,31,M,19000,Midwest
uANRNQdowwkq,52,F,25000,West
v8CewREuAl8c,58,F,46000,Northeast
4hHfSa3ZNZr5,52,M,18000,Midwest
JN0Ny25as2jl,52,M,20000,Northeast
IIkmGEyffc4C,63,F,27000,Midwest
6q9O86qNJdas,59,M,19000,West
9mRfmZz3lezR,52,F,18000,Midwest
pnoeRPT284Db,53,F,24000,Northeast
t2aMpbWUbRk7,52,M,18000,West
SDJHm7xUke5q,25,M,69000,Northeast
WHapimdDhJzd,61,M,121000,Midwest
j3gEwA3rB9Z6,22,F,83000,South
ATYLtxwklswS,54,M,41000,South
lLFwYKdbCGk0,60,F,53000,Midwest
mP97yZFh9s5x,54,M,51000,Midwest
8aRYqav0urYq,28,M,15000,South
Ihu5AXOcU9a7,48,M,104000,Northeast
uGlI2orddNeP,20,M,209000,Northeast
aMvm8vC4GVTf,57,M,56000,West
p84KV7qJhveq,33,M,15000,Midwest
3QJ5L3h7Njtx,43,M,37000,Northeast
GCHWE5XRqBxo,46,M,253000,Northeast
DBPS0634dJux,31,F,23000,Midwest
fh2muOetoPdK,48,F,30000,Northeast
h5OqWYnndg8g,27,M,17000,Northeast
rfXYGUJ9MpB9,23,M,15000,West
6o4oG8H2d9m9,33,M,93000,Midwest
8wvq2XCilvGc,38,F,15000,South
WqgNSINRc1DU,34,F,15000,Midwest
lwrlUwCiQT10,22,F,38000,West
RR5pkMEJhURS,54,M,15000,Midwest
BeUdbfEOp3zt,24,F,179000,West
g0nBCzb0dzrT,35,M,50000,South
dTcUbEU1GzMA,28,F,19000,Northeast
4iRqtG3xM9dY,28,M,33000,Midwest
aEtkJHHdqZUX,26,F,117000,Northeast
wAD2lhIMMSXs,31,F,158000,West
IiE32wj4r8yO,41,F,75000,South
gbeZt1cukh31,57,M,63000,Northeast
DhQHuKrFUtU3,27,F,19000,West
U1rCBCh7TSFs,46,F,123000,Northeast
Zqx1hVWvWxCE,62,F,37000,West
zydFhOr0tBSU,32,F,32000,South
2w6U1Y7LzoMu,35,M,15000,South
1JCG8E1lgy1x,65,F,169000,Midwest
KAxPWoCdQZh8,25,M,120000,West
mQXUPYvxDNXN,50,M,134000,Midwest
kthDVpHQTkD5,41,M,32000,Midwest
KPh4s5HtsmpW,26,M,17000,Northeast
CYSqdevrxONU,60,M,27000,South
GA8oJ3zInXol,28,F,82000,South
pMY9Z3ufH1qU,36,F,63000,West
4lrMCdWpNkR6,35,F,219000,Northeast
ZSU4xP208ETo,45,M,50000,South
3zvZL5aiiF2z,49,F,38000,Northeast
UmI4nOh8tEgY,46,F,212000,West
Z2uBRFyigsiW,56,F,70000,South
XzHgbYFdlr0e,30,M,37000,Northeast
V1naBaDgrLWj,30,M,65000,Midwest
KM87BcxHSapW,47,F,53000,South
VyXf0E8CBXY0,22,F,75000,Midwest
lPh4nLUUfKKN,61,F,55000,Northeast
